etd_1
thesis_format,title,publication_date,degree_name,department,department2,embargo,embargo_date,embargo_reason,language,keywords,disciplines,distribution_license,author1_institution
,"Motivation, Identity and L2 Reading: Perceptions of Chinese ESL Students in Canada",2016-10-14 00:00,Master of Arts,Education,,FALSE,,,English,"motivation, reading motivation, reading proficiency, identity, identity transformation, Chinese ESL students",Curriculum and Instruction; Curriculum and Social Inquiry,,The University of Western Ontario
,Efficient Macromodeling Techniques of Distributed Networks Using Tabulated Data,2016-10-14 00:00,Master of Engineering Science,Electrical and Computer Engineering,,FALSE,,,English,"Delay extraction, High-speed interconnect, macromodeling, noise, Loewner Matrix, rational approximation, transmission lines, vector fitting.",Systems and Communications,,The University of Western Ontario
,"Evolution, Paleoecology, and Paleobiogeography of the Late Ordovician Brachiopod Fauna of Laurentia",2016-10-14 00:00,Doctor of Philosophy,Geology,,FALSE,,,English,"Brachiopoda, Late Ordovician, Trentonian, early Katian, Chatfieldian, evolution, paleobiodiversity, paleogeography",Paleontology,,The University of Western Ontario
,"Geochemical Constraints of the Gold Mineralization Sources from the South Mine Complex and the Main/’04 Breaks, Macassa Mine, Kirkland Lake, Ontario",2016-11-01 00:00,Master of Science,Geology,,TRUE,2017-09-01 00:00,Commercial Publication,English,"Orogenic lode gold, Macassa Mine, oxygen isotopes, geochemistry, alteration, Abitibi Greenstone Belt",Geochemistry,,The University of Western Ontario
,"The Primacy of Resistance: Anarchism, Foucault, and the Art of Not Being Governed",2016-11-04 00:00,Doctor of Philosophy,Theory and Criticism,,TRUE,2017-03-01 00:00,,English,"Foucault, Anarchism, Resistance Studies, Post-Anarchism, Post-Structuralism, Political Philosophy",Continental Philosophy; Ethics and Political Philosophy,,The University of Western Ontario
,"Adipose-Derived Stem Cell Differentiation in Cell Aggregates Supplemented with Micronized, Decellularized Extracellular Matrix",2016-10-06 00:00,Master of Engineering Science,Biomedical Engineering,,FALSE,,,English,"Adipose-derived stem/stromal cells, extracellular matrix, decellularization, adipogenesis, chondrogenesis, cell-ECM aggregates","Molecular, Cellular, and Tissue Engineering",,The University of Western Ontario
,"Dose-related sex differences in the establishment of conditioned disgust (anticipatory nausea), and the effect of peripubertal and adult immune system stimulation with the endotoxin lipopolysaccharide (LPS) on learning and memory in the rat",2016-12-07 00:00,Doctor of Philosophy,Psychology,,FALSE,,,English,"anticipatory nausea, lithium chloride, rat, cancer, sex differences, learning",Experimental Analysis of Behavior; Psychology,,The University of Western Ontario
,A Regional Chemical Characterization and Analysis of Groundwater in Eastern Ontario,2016-10-24 00:00,Master of Science,Geology,,TRUE,2018-10-31 00:00,,English,"Groundwater, hydrogeology, salinity, Champlain Sea, halogens",Geochemistry,,The University of Western Ontario
,Irruption: Placing Theology at the Centre of the Discourse on Church Amalgamation,2016-10-14 00:00,Master of Arts,Theology,,FALSE,,,English,"Church Amalgamation, Friedrich Schleiermacher, Yi-Fu Tuan, Emmanuel Levinas, Identity, Space and Place, Heimweh, Fernweh, Theology, Geography","Practical Theology; Religious Thought, Theology and Philosophy of Religion",,The University of Western Ontario
,Utilization of Lidar Intensity Data and Passive Visible Imagery for Geological Mapping of Planetary Surfaces,2016-09-20 00:00,Master of Science,Geology,,FALSE,,,English,"Intensity, Terrestrial Laser Scanning, Lidar, Unsupervised Classification, Geology, Planetary Exploration, Ore Detection",Geology,,The University of Western Ontario
,Evaluating Factors that Affect Hand Dexterity after Distal Radius Fracture,2016-11-15 00:00,Master of Science,Health and Rehabilitation Sciences,,FALSE,,,English,"hand dexterity, distal radius fracture, predictors, hand function, hand motor skills",Physical Therapy,,The University of Western Ontario
,SITUATION-AWARE COMMUNICATION SYSTEMS BASED ON LOCALIZATION TECHNIQUES,,Doctor of Philosophy,Electrical and Computer Engineering,,FALSE,,,English,,,,Western University
,Cost-Effectiveness of Selective Laser Trabeculoplasty (SLT) versus Argon Laser Trabeculoplasty (ALT) in Uncontrolled Open Angle Glaucoma Patients having at least One Full Previous SLT: An Economic Evaluation Alongside an Ongoing Randomized Controlled Clinical Trial,2016-10-20 00:00,Master of Science,Epidemiology and Biostatistics,,TRUE,2017-01-31 00:00,Other,English,"Argon laser trabeculoplasty, cost-effectiveness analysis, decision model tree, glaucoma, incremental cost effectiveness ratio, selective laser trabeculoplasty",Epidemiology; Eye Diseases; Ophthalmology,,The University of Western Ontario
,Mindfulness and Mothering:  Reclaiming Feminine Voice,2016-11-22 00:00,Doctor of Philosophy,Health and Rehabilitation Sciences,,FALSE,,,English,"Mindfulness, Motherhood, Body Mapping, Feminism, Phenomenology","Family, Life Course, and Society; Interprofessional Education; Other Mental and Social Health",,The University of Western Ontario
,"Geochemical and Petrographic Study of Melt Veins at the West Clearwater Lake Impact Structure, Canada",2016-09-29 00:00,Master of Science,Geology,,FALSE,,,English,,,,The University of Western Ontario
,"Coffee Agroecology, Food Sovereignty, and Agrarian Livelihoods in Puerto Rico",2016-10-14 00:00,Master of Arts,Geography,,TRUE,2018-07-01 00:00,Commercial Publication,English,"Food Sovereignty, Puerto Rico, Coffee, Agroecology, Agrarian Organizations, Farmers",Agricultural and Resource Economics; Food Security; Geography; Human Geography; Other Geography,,The University of Western Ontario
,Effect of Local Bed Hydrodynamics on the Distribution of Liquid in a Fluidized Bed,2016-09-16 00:00,Master of Engineering Science,Chemical and Biochemical Engineering,,TRUE,2018-02-16 00:00,Commercial Publication,English,"Fluid CokerTM, liquid distribution, gas velocity, gas distribution, jet stability, gas to liquid ratio, agglomerate formation",Other Chemical Engineering,,The University of Western Ontario
,Using a Real-Time Object Detection Application to Illustrate Effectiveness of Offloading and Prefetching in Cloudlet Architecture,2016-10-17 00:00,Master of Science,Computer Science,,FALSE,,,English,"cloud, cloudlet computing, data pre-fetching, partition and offloading",OS and Networks,,The University of Western Ontario
,"“In the end, it’s your pleasure that’s on the line”: Postfeminist, healthist, and neoliberal discourses in online sexual health information",2016-10-28 00:00,Doctor of Philosophy,Women's Studies and Feminist Research,,FALSE,,,English,"Postfeminism, Neoliberalism, Healthism, Women’s Health, Sexual Health, Discourse Analysis, Websites","Feminist, Gender, and Sexuality Studies",,The University of Western Ontario
,Physiological and psychological responses of surgeons and trainees,2016-12-15 00:00,Master of Science,Surgery,,FALSE,,,English,Stress; Heart Rate; Surgical training; HRV; Remote Monitoring,Medical Education,,The University of Western Ontario
,"Evapotranspiration from extensive green roofs: influence of climatological conditions, vegetation type, and substrate depth",2016-09-22 00:00,Master of Engineering Science,Civil and Environmental Engineering,,TRUE,2018-12-31 00:00,Other,English,"Evapotranspiration, vegetation type, substrate depth, climatological conditions, water saturation, extensive green roof, drying period, retention capacity, hydrologic performance",Environmental Engineering; Plant Biology,,The University of Western Ontario
<-- Please Select One -->,Development of Anatomical and Functional Magnetic Resonance Imaging Measures of Alzheimer Disease,2016-10-25 00:00,Doctor of Philosophy,Medical Biophysics,,TRUE,2017-02-01 00:00,Other,English,"Alzheimer disease, Mild cognitive impairment, Magnetic resonance imaging, Resting state function magnetic resonance imaging, Gait, Atrophy","Analysis; Analytical, Diagnostic and Therapeutic Techniques and Equipment; Diagnosis; Longitudinal Data Analysis and Time Series; Medical Biophysics; Multivariate Analysis; Neurosciences; Numerical Analysis and Scientific Computing; Theory and Algorithms",,The University of Western Ontario
,A Rat Model of Cognitive Bias and the Effect of Acute Corticosterone,2016-11-04 00:00,Master of Science,Neuroscience,,TRUE,2018-04-30 00:00,Commercial Publication,English,"Cognitive Bias, Animal Model, Corticosterone",Neuroscience and Neurobiology,,The University of Western Ontario
,"Examining the Relationship between Duration of Untreated Psychosis and Self-Perceived Recovery in Clients of an Early Intervention Program in London, Canada: A 10-Year Prospective Cohort Study",2016-10-13 00:00,Master of Science,Epidemiology and Biostatistics,,TRUE,2019-10-13 00:00,Other,English,"First-Episode Psychosis, Duration of Untreated Psychosis, Recovery",,,The University of Western Ontario
,Electrospinning of poly (ester amide) fibres for mesenchymal progenitor cell differentiation,2016-10-27 00:00,Master of Engineering Science,Biomedical Engineering,,FALSE,,,English,"poly (ester amide), 10T1/2 cells, differentiation, electrospinning, vascular smooth muscle cells, TGFβ1","Molecular, Cellular, and Tissue Engineering",,The University of Western Ontario
,Identification Of A Novel Interaction Between Integrin-Linked Kinase And Beta-Arrestin 1,2016-09-26 00:00,Master of Science,Physiology and Pharmacology,,TRUE,2018-11-01 00:00,Other,English,"Integrin-linked kinase, Beta-arrestin, protein-protein interactions, epidermis, keratinocytes",Cellular and Molecular Physiology,,The University of Western Ontario
,"There Is More Than One Way to Do Something Right: Applying Community-Based Approaches to an Archaeology of Banks Island, NWT",2016-10-12 00:00,Doctor of Philosophy,Anthropology,,TRUE,2017-05-31 00:00,Other,English,"community-based archaeology, Inuvialuit, Banks Island, archaeological ethnography, arctic archaeology, community diversity",Archaeological Anthropology; Other Anthropology; Social and Cultural Anthropology,,The University of Western Ontario
,Believing the News: Exploring How Young Canadians Make Decisions About Their News Consumption,2016-10-31 00:00,Doctor of Philosophy,Media Studies,,FALSE,,,English,News; journalism; news consumption; believability; credibility; filter bubble; news habits.,Journalism Studies; Mass Communication; Social Media,,The University of Western Ontario
,Foundation Effects of Trees Under Wind Loads,2016-10-19 00:00,Doctor of Philosophy,Civil and Environmental Engineering,,FALSE,,,English,"Dynamic properties, Wind tunnel, Windthrow, Admittance, Trenching, Rainflow",Aerodynamics and Fluid Mechanics; Civil Engineering; Engineering; Geotechnical Engineering,,The University of Western Ontario
,Energy Subtraction Methods as an Alternative to Conventional X-Ray Angiography,2016-10-26 00:00,Doctor of Philosophy,Medical Biophysics,,FALSE,,,English,"Angiography, dual energy angiography, energy subtraction methods, iodine signal to noise ratio, x ray imaging",Medical Biophysics; Physical Sciences and Mathematics,,The University of Western Ontario
,Controlled Guidance of Light in Large Area Flexible Optical Waveguide Sheets,2016-09-27 00:00,Master of Engineering Science,Mechanical and Materials Engineering,,FALSE,,,English,"Waveguide sheets, polydimethylsiloxane (PDMS), concentrators, diffusers, micro-features, Zemax OpticStudio",Computer-Aided Engineering and Design,,The University of Western Ontario
,Varieties of Objectivity: What's Worth Keeping?,2016-11-21 00:00,Doctor of Philosophy,Philosophy,,FALSE,,,English,"Moral objectivity, realism, constructivism, cognitivist expressivism",Ethics and Political Philosophy,,The University of Western Ontario
,Transnational Engagement and Immigrants’ Well-Being in Canada,2016-11-14 00:00,Doctor of Philosophy,Sociology,,TRUE,2018-12-31 00:00,Other,English,"Immigrants, Remittances, Transnationalism, Health, Gender, Education, Canada, Social Networks, Religious Organizations, Ethnic/immigrant Associations","Demography, Population, and Ecology; Educational Sociology; Medicine and Health",,The University of Western Ontario
,The Role of Cholinergic Neurotransmission in Sensory Filtering and Sensorimotor Gating,2016-10-27 00:00,Doctor of Philosophy,Anatomy and Cell Biology,,TRUE,2018-10-27 00:00,Commercial Publication,English,"Acetylcholine, Prepulse Inhibition, Habituation, Acoustic Startle Response, Optogenetics, DREADDs",Behavioral Neurobiology; Systems Neuroscience,,The University of Western Ontario
,A Biomechanical Investigation of Scaphoid and Lunate Kinematics During Wrist Motion,2016-10-14 00:00,Master of Engineering Science,Biomedical Engineering,,TRUE,2017-08-31 00:00,,English,Wrist; Carpal Bones; Scaphoid; Lunate; Carpal Instability; Scapholunate Ligament,Biomechanics and Biotransport; Biomedical Engineering and Bioengineering; Engineering,,The University of Western Ontario
,Improved Localization Algorithms in Indoor Wireless Environment,2016-11-29 00:00,Master of Engineering Science,Electrical and Computer Engineering,,FALSE,,,English,"indoor localization, reference node, accelerometer sensor, Software Defined Radio",Systems and Communications,,The University of Western Ontario
,The Effects of Furfural on Biological Hydrogen Production in Batch and Microbial Electrolysis Cell,2016-10-20 00:00,Master of Engineering Science,Chemical and Biochemical Engineering,,FALSE,,,English,"Biohydrogen, furfural, furfuryl alcohol, 2-furoic acid, batch, microbial electrolysis cell, two-stage AD",Environmental Engineering; Other Chemical Engineering,,The University of Western Ontario
,Like Angels Among Them: John Calvin and the Protestant Pastorate,2016-12-12 00:00,Doctor of Philosophy,History,,FALSE,,,English,"Christian History, Protestant Reformation, John Calvin, Ministry, Professionalism",European History; History of Religion,,The University of Western Ontario
,Agglomerate Formation and Heat Transfer study in a Novel Mechanically Fluidized Reactor,2016-09-23 00:00,Master of Engineering Science,Chemical and Biochemical Engineering,,FALSE,,,English,"Small Mechanically Fluidized Reactor (MFR), induction heating system, impeller rotation speed, liquid trapped, overall heat transfer coefficients",Chemical Engineering,,The University of Western Ontario
,Computation of Real Radical Ideals by Semidefinite Programming and Iterative  Methods,2016-10-20 00:00,Doctor of Philosophy,Applied Mathematics,,FALSE,,,English,"SDP Optimization, Numerical Algebraic Geometry, Facial Reduction",Algebraic Geometry; Other Applied Mathematics,,The University of Western Ontario
,Radio Resource Management Optimization For Next Generation Wireless Networks,2016-11-18 00:00,Doctor of Philosophy,Electrical and Computer Engineering,,TRUE,2017-12-01 00:00,Commercial Publication,English,"Ray Tracing, LTE, C-RAN, Resource Allocation, QoS, Delay Jitter, and Energy-Efficient Communications",Systems and Communications,,The University of Western Ontario
,Discussions of Diaspora: Cultural Production and Identity in Contemporary Chinese Canadian Literature,2016-09-30 00:00,Master of Arts,Comparative Literature,,FALSE,,,English,"Vancouver, Canadian Literature, Diaspora, Cultural Studies, Chinese Canadian",,,The University of Western Ontario
,On the Promotion of the Social Web Intelligence,2016-11-07 00:00,Doctor of Philosophy,Computer Science,,FALSE,,,English,"Social Web, Intelligence, Social Privacy, Persuasive Discourse",Artificial Intelligence and Robotics; Mass Communication; Social Media,,The University of Western Ontario
,Paediatric Surgical Outcomes Across Ontario,2016-12-07 00:00,Master of Science,Surgery,,FALSE,,,English,"Outcomes, Volume, Tracheoesophageal Fistula, Ureteropelvic Junction Obstruction, Pyeloplasty",Surgery; Urology,,The University of Western Ontario
,The Effects of Ice Hockey Goaltender Leg Pads on Safety and Performance,2016-10-21 00:00,Doctor of Philosophy,Kinesiology,,TRUE,2018-09-01 00:00,Commercial Publication,English,"Ice hockey, goaltending, goaltender leg pads, kinematics, hip, femoroacetabular impingement, interface forces",Biomechanics,,The University of Western Ontario
,Low Frequency Bio-Electrical Impedance Mammography and Dielectric Measurement,2016-10-21 00:00,Doctor of Philosophy,Medical Biophysics,,TRUE,2018-08-30 00:00,Pending Patent,English,"Electrical Property, Electrical Impedance, Dielectric Properties, Biological Tissue, Breast Tissue, Breast Imaging",Biomedical Devices and Instrumentation,,The University of Western Ontario
,The Circumstellar Environments of B-emission Stars by Optical Interferometry,2016-10-13 00:00,Doctor of Philosophy,Astronomy,,FALSE,,,English,"B-emission stars, optical interferometry, decretion disks, H-alpha spectroscopy","Stars, Interstellar Medium and the Galaxy",,The University of Western Ontario
,Automatic Detection of Eye Blinking Using the Generalized  Ising Model,2016-10-04 00:00,Master of Science,Physics,,FALSE,,,English,"Electroencephalogram, Artifacts, Eye blink, Generalized Ising Model",,,The University of Western Ontario
,Saturnine Constellations: Melancholy in Literary History and in the Works of Baudelaire and Benjamin,2016-10-21 00:00,Doctor of Philosophy,Comparative Literature,,FALSE,,,English,"Melancholy, spleen, Charles Baudelaire, Walter Benjamin, Aristotle, Marsilio Ficino","Ancient, Medieval, Renaissance and Baroque Art and Architecture; Comparative Literature; English Language and Literature; European Languages and Societies; French and Francophone Literature; German Literature; Modern Art and Architecture; Modern Languages; Theory and Criticism",,The University of Western Ontario
,In-Between What Once Was and What is Yet to Come: On the Phenomena of Bereavement and Grieving,2016-09-14 00:00,Master of Arts,Theory and Criticism,,FALSE,,,English,"Phenomenology, Grief, Merleau-Ponty, Romano, Heidegger, Buffy the Vampire Slayer",Continental Philosophy,,The University of Western Ontario
,The use of P3b as an indicator of neurophysiologic change from subconcussive impacts in football players,2016-11-09 00:00,Master of Science,Kinesiology,,FALSE,,,English,"Subconcussive head impacts, football, P3b, concussion",Biomechanics,,The University of Western Ontario
,Translational Study of Liver Cancer and Hypertrophy: TranSLiCH,2016-11-25 00:00,Master of Science,Surgery,,TRUE,2018-01-31 00:00,,English,"Circulating tumor cells, MAIT cells, Colorectal liver metastases, ALPPS",Medical Cell Biology; Medical Immunology; Oncology; Surgery,,The University of Western Ontario
,Physical Activity Levels in Total Hip Arthroplasty Comparing the Direct Anterior Approach to the Direct Lateral Approach:  A Prospective Cohort Study,2016-12-01 00:00,Master of Science,Surgery,,TRUE,2018-12-31 00:00,,English,"Total hip arthroplasty, surgical approach, direct anterior, direct lateral, physical activity, functional recovery",Medicine and Health Sciences; Orthopedics,,The University of Western Ontario
,The Effect of the GekoTM Device on Post Kidney and Pancreatic Transplantation Leg Edema,2016-12-13 00:00,Master of Science,Surgery,,TRUE,2018-01-31 00:00,,English,"Edema, Geko, IPC, TED stocking, Kidney, Pancreas, Transplant",Medicine and Health Sciences,,The University of Western Ontario
,The geometry and density of B-emission star disks from statistical analysis and numerical simulations,2016-11-03 00:00,Doctor of Philosophy,Astronomy,,TRUE,2017-01-31 00:00,Other,English,"hysics, Be star, disk structure, hydrodynamics, binary system, numerical simulations","Stars, Interstellar Medium and the Galaxy",,The University of Western Ontario
,Elbow Patients’ Data Collection and Analysis: An Examination of Electromyography Healing Patterns,2016-10-13 00:00,Master of Engineering Science,Biomedical Engineering,,FALSE,,,English,"Smart Devices, Rehabilitation, Electromyography, EMG, Elbow, Arm",Bioelectrical and Neuroengineering; Biomedical Devices and Instrumentation,,The University of Western Ontario
,An extension of the Dimensional Comparison Theory: A test of emotional intelligence self-concepts.,2016-11-11 00:00,Master of Science,Psychology,,FALSE,,,English,"self-concept, emotional intelligence, Dimensional Comparison Theory, assimilation and contrast effects, Internal/External Frame of Reference model, children, adolescents, structural equation modelling",Personality and Social Contexts,,The University of Western Ontario
,Controlling and Processing Core for Wireless Implantable Telemetry System,2016-10-12 00:00,Master of Science,Electrical and Computer Engineering,,TRUE,2017-03-01 00:00,Other,English,"implantable, telemetry, biomedical applications, digital–signal–processing, FPGA, ASIC, ADC, radio frequency, low–power","Biomedical; Electrical and Electronics; Signal Processing; Systems and Communications; VLSI and Circuits, Embedded and Hardware Systems",,The University of Western Ontario
,Leveraging Smartphone Sensor Data for Human Activity Recognition,2016-11-29 00:00,Master of Engineering Science,Electrical and Computer Engineering,,FALSE,,,English,"Activity recognition, supervised learning, sensors, incremental clustering, filter, interpolation",Computer Engineering; Electrical and Computer Engineering,,The University of Western Ontario
,"The Sudbury Impact Structure - New Insights Into the Origin and Emplacement of the Basal Onaping Intrusion and the Parkin, Trill and Foy Offset Dykes of the North Range",2016-10-05 00:00,Doctor of Philosophy,Geology,,FALSE,,,English,"Sudbury, Impact Cratering, Offset Dykes, Metabreccia, Ore Deposits, PGEs, Geochemistry",Other Earth Sciences,,The University of Western Ontario
,"The Character and Distribution of Cu-PGE Mineralization at the Geordie Lake Deposit Within the Coldwell Complex, Ontario",2016-10-04 00:00,Master of Science,Geology,,FALSE,,,English,"Geordie Lake, gabbro, sulfides, PGEs, mafic intrusion, Coldwell Alkaline Complex",Geochemistry; Geology,,The University of Western Ontario
,MetaFork: A Compilation Framework for Concurrency Models Targeting Hardware Accelerators,2017-03-24 00:00,Doctor of Philosophy,Computer Science,,TRUE,2017-06-01 00:00,Pending Patent,English,"source-to-source compiler, pipelining, comprehensive parametric CUDA kernel generation, concurrency platforms, high-level parallel programming",Algebra; Computer and Systems Architecture; Programming Languages and Compilers; Software Engineering,,The University of Western Ontario
,"Early experimental results of using a novel delivery carrier, Hyaluronan-phosphatidylethanolamine (HA-PE) which may allow simple bladder instillation of Botulinum Toxin A as effectively as direct detrusor muscle injection.",2016-10-20 00:00,Master of Science,Surgery,,FALSE,,,English,"Botulinum Toxin A, Detrusor overactivity, modulated carrier, Bladder instillations, SNAP-25 cleavage, urodynamic assessment",Surgery; Urology,,The University of Western Ontario
,Performance Factors in Neurosurgical Simulation and Augmented Reality Image Guidance,2016-11-21 00:00,Doctor of Philosophy,Biomedical Engineering,,FALSE,,,English,"Surgical Simulation, Neurosurgery, Human Performance, Human-Computer Interaction, Augmented Reality, Image Guidance",Other Biomedical Engineering and Bioengineering,,The University of Western Ontario
,Solvothermal Preparation and Characterization of Superstructures of Nanoscopic CdS and CdSe,2016-10-24 00:00,Doctor of Philosophy,Chemistry,,FALSE,,,English,"electron microscopy, metal chalcogenides, nanoscopic materials, semiconductor, solvothermal, superstructure",Inorganic Chemistry; Materials Chemistry,,The University of Western Ontario
,Behavior of Fire-Exposed RC Frames Before and After Jacketing,2016-10-28 00:00,Doctor of Philosophy,Civil and Environmental Engineering,,TRUE,2017-09-01 00:00,Other,English,"fire, reinforced concrete, frame, residual, concrete jacket, interfacial slip",Civil Engineering; Structural Engineering,,The University of Western Ontario
,Individual Differences in Stress and Coping: Testing a Model of Decisional Control,2016-11-02 00:00,Master of Science,Psychology,,FALSE,,,English,"Stress and coping, mathematical modeling, decisional control, threat reduction",Cognitive Psychology; Quantitative Psychology,,The University of Western Ontario
,Characterization of N-butyl Cyanoacrylate (NBCA) Glue Polymerization for the Embolization of Brain Arteriovenous Malformations (AVMs),2016-11-22 00:00,Master of Science,Medical Biophysics,,FALSE,,,English,"Glue, polymerization, arteriovenous malformations, n-butyl cranoacrylate, NBCA, embolization",Medical Biophysics,,The University of Western Ontario
,Shape Memory Alloy Actuators and Sensors for Applications in Minimally Invasive Interventions,2016-09-29 00:00,Master of Engineering Science,Electrical and Computer Engineering,,TRUE,2018-08-01 00:00,Other,English,"Shape Memory Alloy (SMA), Minimally Invasive Interventions, Strain Sensor, Force Sensor, Nitinol, Artificial Neural Networks",Biomedical,,The University of Western Ontario
,Gasification of Biomass Feedstocks in CREC Riser Simulator,2016-09-14 00:00,Master of Engineering Science,Chemical and Biochemical Engineering,,FALSE,,,English,"Steam gasification of biomass, steam reforming, syngas quality, water gas shift, thermodynamic model, Broza.",,,The University of Western Ontario
,Identifying Individual Driver Behaviour Using In-Vehicle CAN-bus Signals of Pre-Turning Maneuvers,2016-10-06 00:00,Master of Science,Computer Science,,FALSE,,,English,"Driving behavior, Dynamic Time Warping (DTW), statistical feature extraction, Hierarchical Clustering Analysis (HCA)",Computer Sciences; Numerical Analysis and Scientific Computing,,The University of Western Ontario
,Development of Ultrasonic Techniques for Characterization of Liquid Mixtures,2016-09-28 00:00,Master of Engineering Science,Chemical and Biochemical Engineering,,TRUE,2017-09-29 00:00,Pending Patent,English,"Ultrasonic technology, Process monitoring, On-line applications, Acoustic velocity, Isentropic compressibility, Acoustic impedance","Fluid Dynamics; Industrial Engineering; Industrial Technology; Other Operations Research, Systems Engineering and Industrial Engineering; Petroleum Engineering; Process Control and Systems; Systems Engineering",,The University of Western Ontario
,Uncertainty Analysis of the Performance of a System of Best Management Practices for Achieving Phosphorus Load Reduction to Surface Waters,2016-10-03 00:00,Master of Science,Geography,,FALSE,,,English,"Great Lakes, eutrophication, agriculture, phosphorus, best management practices (BMPs), risk management, Bayesian belief network",Natural Resources Management and Policy; Nature and Society Relations; Water Resource Management,,The University of Western Ontario
,Corticotropin releasing factor receptor type 1 signaling in epilepsy and traumatic brain injury,2016-10-31 00:00,Doctor of Philosophy,Physiology and Pharmacology,,FALSE,,,English,"Epilepsy, Stress, Anxiety, Traumatic brain injury, Corticotropin releasing factor, Piriform Cortex",Cellular and Molecular Physiology; Molecular and Cellular Neuroscience; Pharmacology,,The University of Western Ontario
,Maternal Nutrient Restriction with Fetal Growth Restriction in Guinea Pigs Impacts Brain Development and Neuroimaging Correlates in Neonatal Offspring,2016-10-03 00:00,Master of Science,Physiology and Pharmacology,,TRUE,2017-11-01 00:00,,English,"Fetal Growth Restriction, Maternal Nutrient Restriction, Brain Development, Magnetic Resonance Imaging, Magnetic Resonance Spectroscopy, Guinea Pig",Medical Physiology,,The University of Western Ontario
,Essays on Human Capital and Inequality,2016-10-26 00:00,Doctor of Philosophy,Economics,,FALSE,,,English,"Human capital, inequality, intergenerational mobility, credit constraints, education subsidies, technical change",Income Distribution,,The University of Western Ontario
,The Biophysical Alterations to Pulmonary Surfactant during Lung Injury,2016-10-05 00:00,Master of Science,Physiology and Pharmacology,,FALSE,,,English,"pulmonary surfactant, ventilation induced lung injury, mechanical ventilation, cholesterol, lamellar body, surface tension",Circulatory and Respiratory Physiology,,The University of Western Ontario
,Bullipedia: un caso de construcción social de conocimiento gastronómico,2016-10-03 00:00,Doctor of Philosophy,Hispanic Studies,,FALSE,,,English,"Bullipedia, elBulli, cuisine, creativity, community, collaboration, trust, network analysis, machine learning",Digital Humanities,,The University of Western Ontario
,Multiscale Wind Modelling for Sustainability and Resilience,2016-10-25 00:00,Doctor of Philosophy,Civil and Environmental Engineering,,FALSE,,,English,"multidisciplinary approach, CFD, WAsP, wind energy, downbursts, meteorology",Applied Statistics; Atmospheric Sciences; Climate; Computational Engineering; Environmental Engineering; Meteorology; Other Civil and Environmental Engineering; Sustainability,,The University of Western Ontario
,Multi-Nuclear Magnetic Resonance Imaging of Obstructive Lung Disease,2016-11-02 00:00,Doctor of Philosophy,Medical Biophysics,,FALSE,,,English,"Aging, Obstructive Lung Disease, Chronic Obstructive Pulmonary Disease, Asthma, Bronchiectasis, X-ray Computed Tomography, Magnetic Resonance Imaging, Hyperpolarized 3He, Hyperpolarized 129Xe, Ultra-short echo time, Pulmonary Imaging, Imaging Biomarkers",Medical Biophysics,,The University of Western Ontario
<-- Please Select One -->,Cultural Diversity in Artificial Societies: Case Studies of the Maya Peoples,2016-11-21 00:00,Doctor of Philosophy,Hispanic Studies,,TRUE,2020-12-31 00:00,,English,"Cultural diversity, cultural resilience, Maya peoples, agent-based models, computer  simulations, digital humanities","Digital Humanities; Latin American Languages and Societies; Models and Methods; Other Computer Sciences; Other Languages, Societies, and Cultures; Quantitative, Qualitative, Comparative, and Historical Methodologies; Social and Cultural Anthropology; Sociology of Culture",,The University of Western Ontario
,Co-substrate Fermentation of Jerusalem Artichoke Tubers and Crude Glycerol to Butanol with Integrated Product Recovery,2016-11-10 00:00,Doctor of Philosophy,Chemical and Biochemical Engineering,,TRUE,2018-01-15 00:00,Other,English,"Jerusalem artichoke tubers, Crude glycerol, Fermentation, Optimization, Pervaporation.",Biochemical and Biomolecular Engineering,,The University of Western Ontario
,"Oxytocin’s Effects on Sickness Behaviours, Anxiety Responses, and Immune Function in Adult Male Mice",2016-11-04 00:00,Master of Science,Psychology,,FALSE,,,English,"oxytocin, carbetocin, L-368899, lipopolysaccharide, sickness behaviours, anxiety, cytokines, mice",Behavior and Behavior Mechanisms,,The University of Western Ontario
,Cell Signaling Crosstalk and  Differentiation of F9 Cells into Extraembryonic Endoderm,2016-10-13 00:00,Master of Science,Biology,,FALSE,,,English,"F9, primitive endoderm, extraembryonic endoderm, differentiation, Hedgehog, IHH, canonical WNT/β-catenin, crosstalk, GATA6",Cell and Developmental Biology,,The University of Western Ontario
,Applications of Credit Scoring Models,2016-12-01 00:00,Doctor of Philosophy,Statistics and Actuarial Sciences,,TRUE,2018-11-07 00:00,Other,English,"Credit Scoring, Discriminant Analysis, Fraud Detection, Utility, Default",Statistical Models,,The University of Western Ontario
,Automatic Fracture Orientation Extraction from SfM Point Clouds,2016-10-26 00:00,Master of Engineering Science,Electrical and Computer Engineering,,FALSE,,,English,"Structure from Motion(SfM), Geology, Fracture Orientations, k nearest neighbor, Mahalanobis distance, region growing",Computational Engineering; Electrical and Computer Engineering; Software Engineering,,The University of Western Ontario
,Online Yoga-Based and Standard Exercises for Patients with a Rotator Cuff Injury Awaiting Surgery:  A Feasibility Study,2016-10-20 00:00,Master of Science,Health and Rehabilitation Sciences,,FALSE,,,English,,,,The University of Western Ontario
